Filename,Accuracy
a01-000u-00-00.png,0.0
a01-000u-00-01.png,0.0
a01-000u-00-02.png,0.0
a01-000u-00-03.png,7.14285714285714
a01-000u-00-04.png,0.0
a01-000u-00-05.png,0.0
a01-000u-00-06.png,0.0
a01-000u-01-00.png,7.14285714285714
a01-000u-01-01.png,0.0
a01-000u-01-02.png,0.0
a01-000u-01-03.png,7.14285714285714
a01-000u-01-04.png,0.0
a01-000u-01-05.png,0.0
a01-000u-02-00.png,0.0
a01-000u-02-01.png,0.0
a01-000u-02-02.png,7.14285714285714
a01-000u-02-03.png,0.0
a01-000u-02-04.png,0.0
a01-000u-02-05.png,0.0
a01-000u-02-06.png,0.0
a01-000u-02-07.png,7.14285714285714
a01-000u-02-08.png,7.14285714285714
a01-000u-03-00.png,0.0
a01-000u-03-01.png,0.0
a01-000u-03-02.png,0.0
a01-000u-03-03.png,7.14285714285714
a01-000u-03-04.png,0.0
a01-000u-03-05.png,0.0
a01-000u-03-06.png,0.0
a01-000u-04-00.png,7.14285714285714
a01-000u-04-01.png,0.0
a01-000u-04-02.png,0.0
a01-000u-04-03.png,0.0
a03-006-00-00.png,0.0
a03-006-00-01.png,0.0
a03-006-00-02.png,0.0
a03-006-00-03.png,0.0
a03-006-00-04.png,0.0
a03-006-00-05.png,0.0
a03-006-00-06.png,0.0
a03-006-00-07.png,0.0
a03-006-00-08.png,0.0
a03-006-00-09.png,7.692307692307687
a03-006-01-00.png,0.0
a03-006-01-01.png,7.692307692307687
a03-006-01-02.png,0.0
a03-006-01-03.png,0.0
a03-006-01-04.png,0.0
a03-006-01-05.png,0.0
a03-006-01-06.png,0.0
a03-006-01-07.png,0.0
a03-006-01-08.png,0.0
a03-006-01-09.png,0.0
a03-006-02-00.png,0.0
a03-006-02-01.png,0.0
a03-006-02-02.png,0.0
a03-006-02-03.png,0.0
a03-006-02-04.png,0.0
a03-006-02-05.png,0.0
a03-006-02-06.png,0.0
a03-006-02-07.png,0.0
a03-006-02-08.png,0.0
a03-006-03-00.png,0.0
a03-006-03-01.png,0.0
a03-006-03-02.png,0.0
a03-006-03-03.png,0.0
a03-006-03-04.png,0.0
a03-006-03-05.png,0.0
a03-006-03-06.png,7.692307692307687
a03-006-03-07.png,0.0
a03-006-04-00.png,0.0
a03-006-04-01.png,0.0
a03-006-04-02.png,0.0
a03-006-04-03.png,0.0
a03-006-04-04.png,0.0
a03-006-04-05.png,0.0
a03-006-04-06.png,0.0
a03-006-04-07.png,0.0
a03-006-04-08.png,0.0
a03-006-04-09.png,0.0
a03-006-04-10.png,0.0
a03-006-05-00.png,0.0
a03-006-05-01.png,0.0
a03-006-05-02.png,0.0
a03-006-05-03.png,0.0
a03-006-05-04.png,0.0
a03-006-05-05.png,0.0
a03-006-05-06.png,7.692307692307687
a03-006-05-07.png,0.0
a03-006-05-08.png,0.0
a03-006-06-00.png,0.0
a03-006-06-01.png,0.0
a03-006-06-02.png,0.0
a03-006-06-03.png,0.0
a03-006-06-04.png,0.0
a03-006-06-05.png,0.0
a03-006-06-06.png,0.0
a03-006-06-07.png,0.0
a03-006-06-08.png,0.0
a03-006-07-00.png,0.0
a03-006-07-01.png,0.0
a03-006-07-02.png,0.0
a03-006-07-03.png,0.0
a03-006-07-04.png,0.0
a03-006-07-05.png,0.0
a03-006-07-06.png,0.0
a03-006-07-07.png,0.0
a03-006-07-08.png,0.0
a03-006-08-00.png,0.0
a03-006-08-01.png,0.0
a03-006-08-02.png,0.0
a03-006-08-03.png,0.0
a03-006-08-04.png,0.0
d07-102-00-00.png,0.0
d07-102-00-01.png,0.0
d07-102-00-02.png,0.0
d07-102-00-03.png,0.0
d07-102-00-04.png,0.0
d07-102-00-05.png,0.0
d07-102-00-06.png,0.0
d07-102-00-07.png,0.0
d07-102-01-00.png,0.0
d07-102-01-01.png,0.0
d07-102-01-02.png,0.0
d07-102-01-03.png,0.0
d07-102-01-04.png,0.0
d07-102-01-05.png,0.0
d07-102-01-06.png,0.0
d07-102-01-07.png,0.0
d07-102-01-08.png,0.0
d07-102-01-09.png,0.0
d07-102-02-00.png,0.0
d07-102-02-01.png,0.0
d07-102-02-02.png,0.0
d07-102-02-03.png,0.0
d07-102-02-04.png,0.0
d07-102-02-05.png,0.0
d07-102-02-06.png,0.0
d07-102-02-07.png,0.0
d07-102-02-08.png,0.0
d07-102-02-09.png,0.0
d07-102-03-00.png,0.0
d07-102-03-01.png,0.0
d07-102-03-02.png,0.0
d07-102-03-03.png,0.0
d07-102-03-04.png,0.0
d07-102-03-05.png,0.0
d07-102-03-06.png,0.0
d07-102-03-07.png,0.0
d07-102-03-08.png,0.0
d07-102-03-09.png,0.0
d07-102-03-10.png,0.0
d07-102-03-11.png,0.0
d07-102-04-00.png,0.0
d07-102-04-01.png,0.0
d07-102-04-02.png,0.0
d07-102-04-03.png,0.0
d07-102-04-04.png,0.0
d07-102-04-05.png,0.0
d07-102-04-06.png,0.0
d07-102-04-07.png,0.0
d07-102-04-08.png,0.0
d07-102-04-09.png,0.0
d07-102-04-10.png,0.0
d07-102-05-00.png,0.0
d07-102-05-01.png,0.0
d07-102-05-02.png,0.0
d07-102-05-03.png,0.0
d07-102-05-04.png,0.0
d07-102-05-05.png,0.0
d07-102-05-06.png,0.0
d07-102-05-07.png,0.0
d07-102-06-00.png,0.0
d07-102-06-01.png,0.0
d07-102-06-02.png,0.0
d07-102-06-03.png,0.0
d07-102-06-04.png,0.0
d07-102-06-05.png,0.0
d07-102-06-06.png,0.0
d07-102-06-07.png,0.0
d07-102-06-08.png,0.0
d07-102-07-00.png,7.692307692307687
d07-102-07-01.png,7.692307692307687
d07-102-07-02.png,0.0
d07-102-07-03.png,0.0
d07-102-07-04.png,0.0
d07-102-07-05.png,0.0
g01-039-00-00.png,0.0
g01-039-00-01.png,0.0
g01-039-00-02.png,0.0
g01-039-00-03.png,0.0
g01-039-00-04.png,0.0
g01-039-00-05.png,0.0
g01-039-00-06.png,0.0
g01-039-00-07.png,0.0
g01-039-00-08.png,0.0
g01-039-00-09.png,0.0
g01-039-00-10.png,0.0
g01-039-01-00.png,0.0
g01-039-01-01.png,0.0
g01-039-01-02.png,0.0
g01-039-01-03.png,0.0
g01-039-01-04.png,0.0
g01-039-01-05.png,0.0
g01-039-01-06.png,0.0
g01-039-01-07.png,0.0
g01-039-01-08.png,0.0
g01-039-02-00.png,0.0
g01-039-02-01.png,0.0
g01-039-02-02.png,0.0
g01-039-02-03.png,0.0
g01-039-02-04.png,0.0
g01-039-02-05.png,0.0
g01-039-02-06.png,0.0
g01-039-03-00.png,0.0
g01-039-03-01.png,0.0
g01-039-03-02.png,0.0
g01-039-03-03.png,0.0
g01-039-03-04.png,0.0
g01-039-03-05.png,7.692307692307687
g01-039-03-06.png,0.0
g01-039-04-00.png,0.0
g01-039-04-01.png,0.0
g01-039-04-02.png,0.0
g01-039-04-03.png,0.0
g01-039-04-04.png,0.0
g01-039-04-05.png,0.0
g01-039-04-06.png,0.0
g01-039-04-07.png,15.384615384615385
g01-039-05-00.png,0.0
g01-039-05-01.png,0.0
g01-039-05-02.png,0.0
g01-039-05-03.png,0.0
g01-039-05-04.png,0.0
g01-039-05-05.png,0.0
g01-039-05-06.png,0.0
g01-039-05-07.png,0.0
g01-039-06-00.png,0.0
g01-039-06-01.png,0.0
g01-039-06-02.png,0.0
